customer_id,gender,age,senior_citizen,senior_label,married,number_of_dependents,number_of_referrals,tenure_in_months,tenure_group,offer,internet_service,internet_type,contract,payment_method,paperless_billing,monthly_charge,monthly_charge_group,total_charges,total_revenue,satisfaction_score,churn_label,churn_flag,churn_probability,predicted_churn,predicted_churn_flag,risk_level,prediction_result_type,revenue_at_risk,expected_annual_loss,high_risk_revenue,internet_contract_segment,senior_payment_segment,action_segment,recommended_action
4304-TSPVK,Female,46,No,,Yes,0,8,68,49-72 months,Offer A,Yes,Fiber Optic,Two Year,Bank Withdrawal,No,114.9,Very High,7843.55,9417.07,3,No,0,0.003987629061499979,No,0,Low Risk,True Negative,0.45817857916634763,5.498142949996172,0.0,Fiber Optic + Two Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Encourage a more stable or convenient payment method"
1552-AAGRX,Female,22,No,,No,0,0,30,25-48 months,,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,No,106.4,Very High,3211.9,4546.6,4,No,0,0.529491927355595,Yes,1,Medium Risk,False Positive,56.33794107063532,676.0552928476238,0.0,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Monitor: Month-to-Month,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Encourage a more stable or convenient payment method"
2637-FKFSY,Female,61,No,,Yes,0,2,3,0-6 months,,Yes,DSL,Month-to-Month,Mailed Check,Yes,46.1,Medium,130.15,138.13,4,No,0,0.7875326010433198,Yes,1,High Risk,False Positive,36.305252908097046,435.66303489716455,46.1,DSL + Month-to-Month,nan + Mailed Check,High Risk,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
7874-ECPQJ,Female,57,No,,No,2,0,4,0-6 months,,No,,Month-to-Month,Bank Withdrawal,Yes,20.05,Low,85.5,194.98,5,No,0,0.13270223875661155,No,0,Low Risk,True Negative,2.660679887070062,31.928158644840742,0.0,None + Month-to-Month,nan + Bank Withdrawal,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
0020-INWCK,Female,58,No,,Yes,2,9,71,49-72 months,Offer A,Yes,Fiber Optic,Two Year,Credit Card,Yes,95.75,Very High,6849.4,8784.86,5,No,0,0.0011044360149656876,No,0,Low Risk,True Negative,0.10574974843296459,1.268996981195575,0.0,Fiber Optic + Two Year,nan + Credit Card,Low Priority,"Review service quality, speed complaints, and support history | Offer a trial premium support package"
7089-RKVSZ,Male,43,No,,Yes,0,6,8,7-12 months,,No,,One Year,Mailed Check,No,24.4,Low,203.95,389.39,5,No,0,0.024924811716117715,No,0,Low Risk,True Negative,0.6081654058732722,7.297984870479266,0.0,None + One Year,nan + Mailed Check,Low Priority,Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
2683-JXWQQ,Male,24,No,,Yes,1,3,61,49-72 months,,Yes,DSL,Month-to-Month,Bank Withdrawal,No,33.6,Low,2117.2,2227.2,3,No,0,0.08389043142295999,No,0,Low Risk,True Negative,2.8187184958114555,33.82462194973746,0.0,DSL + Month-to-Month,nan + Bank Withdrawal,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method
9548-ZMVTX,Male,31,No,,Yes,3,7,72,49-72 months,Offer A,Yes,Fiber Optic,Two Year,Bank Withdrawal,No,90.45,High,6565.85,7178.570000000001,3,No,0,0.0006252204185949345,No,0,Low Risk,True Negative,0.05655118686191183,0.678614242342942,0.0,Fiber Optic + Two Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Encourage a more stable or convenient payment method"
8739-XNIKG,Female,29,No,,No,0,0,5,0-6 months,,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,Yes,84.0,High,424.75,667.2,4,No,0,0.7417820503078187,Yes,1,High Risk,False Positive,62.30969222585677,747.7163067102813,84.0,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Priority: High Value + High Risk,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up"
9755-JHNMN,Female,37,No,,No,0,0,49,49-72 months,,Yes,Cable,Two Year,Bank Withdrawal,No,67.4,High,3306.85,4308.9,3,No,0,0.009777723235296873,No,0,Low Risk,True Negative,0.6590185460590092,7.908222552708111,0.0,Cable + Two Year,nan + Bank Withdrawal,Low Priority,Encourage a more stable or convenient payment method
3981-QSVQI,Male,28,No,,No,0,0,8,7-12 months,Offer E,No,,Month-to-Month,Bank Withdrawal,Yes,19.7,Low,168.9,346.1,4,No,0,0.30625099362807096,Yes,1,Medium Risk,False Positive,6.033144574472997,72.39773489367596,0.0,None + Month-to-Month,nan + Bank Withdrawal,Monitor: Month-to-Month,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
2789-HQBOU,Male,60,No,,No,0,0,3,0-6 months,Offer E,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,Yes,80.35,High,253.8,402.69000000000005,5,No,0,0.8570012112991728,Yes,1,High Risk,False Positive,68.86004732788854,826.3205679346624,80.35,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Priority: High Value + High Risk,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up"
9424-CMPOG,Male,53,No,,Yes,3,9,9,7-12 months,Offer E,No,,Two Year,Mailed Check,No,19.6,Low,197.4,221.52,3,No,0,0.00045474224263899874,No,0,Low Risk,True Negative,0.008912947955724376,0.1069553754686925,0.0,None + Two Year,nan + Mailed Check,Low Priority,Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
5067-WJEUN,Male,42,No,,Yes,2,1,67,49-72 months,Offer A,Yes,Cable,Two Year,Bank Withdrawal,Yes,54.2,Medium,3838.2,4578.5,4,No,0,0.014655901674220503,No,0,Low Risk,True Negative,0.7943498707427513,9.532198448913016,0.0,Cable + Two Year,nan + Bank Withdrawal,Low Priority,Offer a trial premium support package | Encourage a more stable or convenient payment method
3450-WXOAT,Male,36,No,,No,0,0,46,25-48 months,Offer B,Yes,Cable,Month-to-Month,Credit Card,Yes,45.2,Medium,2065.15,3175.13,5,No,0,0.19294813565106997,No,0,Low Risk,True Negative,8.721255731428363,104.65506877714034,0.0,Cable + Month-to-Month,nan + Credit Card,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package
9251-WNSOD,Female,23,No,,Yes,0,10,67,49-72 months,Offer A,Yes,DSL,One Year,Mailed Check,No,75.1,High,5064.45,5380.02,4,No,0,0.0029826801783198868,No,0,Low Risk,True Negative,0.22399928139182348,2.687991376701882,0.0,DSL + One Year,nan + Mailed Check,Low Priority,Offer a trial premium support package | Encourage a more stable or convenient payment method
6974-DAFLI,Female,54,No,,Yes,0,8,55,49-72 months,Offer B,No,,One Year,Bank Withdrawal,No,19.7,Low,1140.05,1320.4499999999998,3,No,0,0.0019109399848938717,No,0,Low Risk,True Negative,0.03764551770240927,0.4517462124289113,0.0,None + One Year,nan + Bank Withdrawal,Low Priority,Offer a trial premium support package | Encourage a more stable or convenient payment method
2616-UUTFK,Male,54,No,,Yes,0,1,33,25-48 months,,Yes,DSL,Month-to-Month,Bank Withdrawal,Yes,72.75,High,2447.45,3078.08,3,No,0,0.5695762847418636,Yes,1,Medium Risk,False Positive,41.43667471497058,497.24009657964694,0.0,DSL + Month-to-Month,nan + Bank Withdrawal,Monitor: Month-to-Month,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method
7064-JHXCE,Male,64,No,,Yes,1,5,62,49-72 months,Offer B,No,,Two Year,Credit Card,No,20.05,Low,1263.9,2563.42,5,No,0,0.0008493325137577285,No,0,Low Risk,True Negative,0.017029116900842457,0.2043494028101095,0.0,None + Two Year,nan + Credit Card,Low Priority,Offer a trial premium support package
7989-AWGEH,Male,24,No,,Yes,2,8,49,49-72 months,Offer B,Yes,DSL,Month-to-Month,Bank Withdrawal,Yes,39.2,Medium,1838.15,1838.15,4,No,0,0.006927992780567447,No,0,Low Risk,True Negative,0.27157731699824395,3.2589278039789273,0.0,DSL + Month-to-Month,nan + Bank Withdrawal,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method
4373-VVHQL,Male,37,No,,No,0,0,1,0-6 months,Offer E,Yes,DSL,Month-to-Month,Bank Withdrawal,Yes,44.75,Medium,44.75,73.32,4,No,0,0.4848190005177781,Yes,1,Medium Risk,False Positive,21.69565027317057,260.34780327804685,0.0,DSL + Month-to-Month,nan + Bank Withdrawal,Monitor: Month-to-Month,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
4559-UWIHT,Male,37,No,,Yes,0,8,14,13-24 months,Offer D,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,Yes,82.65,High,1185.0,1822.98,5,No,0,0.05206110250522169,No,0,Low Risk,True Negative,4.302850122056573,51.63420146467888,0.0,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Low Priority,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
6650-BWFRT,Female,43,No,,Yes,0,1,72,49-72 months,Offer A,Yes,Fiber Optic,Two Year,Credit Card,Yes,117.15,Very High,8529.5,10321.58,3,No,0,0.12622942562682826,No,0,Low Risk,True Negative,14.787777212182931,177.45332654619517,0.0,Fiber Optic + Two Year,nan + Credit Card,Low Priority,"Review service quality, speed complaints, and support history"
9570-KYEUA,Male,38,No,,No,0,0,64,49-72 months,Offer B,Yes,Fiber Optic,Two Year,Credit Card,No,99.25,Very High,6549.45,8888.01,4,No,0,0.009642568043195287,No,0,Low Risk,True Negative,0.9570248782871322,11.484298539445586,0.0,Fiber Optic + Two Year,nan + Credit Card,Low Priority,"Review service quality, speed complaints, and support history"
6993-YGFJV,Male,29,No,,Yes,0,9,69,49-72 months,Offer A,Yes,Fiber Optic,Two Year,Bank Withdrawal,Yes,112.55,Very High,7806.5,8041.79,4,No,0,0.0018898496848929007,No,0,Low Risk,True Negative,0.21270258203469597,2.5524309844163517,0.0,Fiber Optic + Two Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Encourage a more stable or convenient payment method"
2712-SYWAY,Female,30,No,,No,0,0,1,0-6 months,Offer E,No,,Month-to-Month,Bank Withdrawal,Yes,25.7,Low,25.7,69.54,3,No,0,0.37989431536418283,Yes,1,Medium Risk,False Positive,9.763283904859499,117.15940685831399,0.0,None + Month-to-Month,nan + Bank Withdrawal,Monitor: Month-to-Month,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
0730-BGQGF,Male,48,No,,Yes,3,1,71,49-72 months,Offer A,Yes,DSL,Two Year,Credit Card,No,90.3,High,6287.3,7502.71,3,No,0,0.009205932057253936,No,0,Low Risk,True Negative,0.8312956647700304,9.975547977240364,0.0,DSL + Two Year,nan + Credit Card,Low Priority,No urgent action. Continue regular customer monitoring
5498-IBWPI,Female,34,No,,Yes,2,1,66,49-72 months,Offer A,Yes,Cable,One Year,Credit Card,Yes,49.4,Medium,3251.85,6427.11,3,No,0,0.04554630225071743,No,0,Low Risk,True Negative,2.249987331185441,26.99984797422529,0.0,Cable + One Year,nan + Credit Card,Low Priority,No urgent action. Continue regular customer monitoring
9101-NTIXF,Male,32,No,,No,0,0,2,0-6 months,Offer E,No,,Month-to-Month,Credit Card,No,19.4,Low,50.6,80.92,5,No,0,0.21558244229468027,No,0,Low Risk,True Negative,4.182299380516797,50.187592566201566,0.0,None + Month-to-Month,nan + Credit Card,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Apply early-life retention follow-up
9314-QDMDW,Male,29,No,,No,0,0,11,7-12 months,Offer D,Yes,Cable,One Year,Bank Withdrawal,Yes,61.25,Medium,729.95,1036.19,3,No,0,0.10374350318680423,No,0,Low Risk,True Negative,6.354289570191759,76.2514748423011,0.0,Cable + One Year,nan + Bank Withdrawal,Low Priority,Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
9308-ANMVE,Male,52,No,,No,2,0,47,25-48 months,Offer B,Yes,Cable,Month-to-Month,Bank Withdrawal,Yes,55.3,Medium,2654.05,3840.8,3,No,0,0.053719169487227166,No,0,Low Risk,True Negative,2.970670072643662,35.64804087172394,0.0,Cable + Month-to-Month,nan + Bank Withdrawal,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method
3413-DHLPB,Male,57,No,,Yes,1,1,60,49-72 months,Offer B,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,Yes,103.75,Very High,5969.95,6139.75,4,No,0,0.4648444284475876,Yes,1,Medium Risk,False Positive,48.22760945143722,578.7313134172466,0.0,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Monitor: Month-to-Month,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Encourage a more stable or convenient payment method"
7649-PHJVR,Male,22,No,,No,0,0,11,7-12 months,Offer D,No,,One Year,Mailed Check,No,19.5,Low,226.8,595.0799999999999,4,No,0,0.041257269907608425,No,0,Low Risk,True Negative,0.8045167631983643,9.65420115838037,0.0,None + One Year,nan + Mailed Check,Low Priority,Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
6114-TCFID,Female,47,No,,No,0,0,29,25-48 months,,Yes,Cable,One Year,Credit Card,No,39.5,Medium,1082.75,1082.75,3,No,0,0.03745906112504625,No,0,Low Risk,True Negative,1.479632914439327,17.755594973271926,0.0,Cable + One Year,nan + Credit Card,Low Priority,No urgent action. Continue regular customer monitoring
3787-TRIAL,Male,23,No,,Yes,9,1,21,13-24 months,Offer D,Yes,DSL,Month-to-Month,Bank Withdrawal,Yes,26.05,Low,565.75,565.75,5,No,0,0.004723004069236066,No,0,Low Risk,True Negative,0.12303425600359952,1.4764110720431942,0.0,DSL + Month-to-Month,nan + Bank Withdrawal,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method
5156-UMKOW,Female,44,No,,No,3,0,3,0-6 months,,Yes,DSL,Month-to-Month,Mailed Check,No,29.65,Low,90.05,90.05,3,No,0,0.17120855006493224,No,0,Low Risk,True Negative,5.076333509425241,60.91600211310289,0.0,DSL + Month-to-Month,nan + Mailed Check,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
1247-QBVSH,Female,41,No,,Yes,2,1,43,25-48 months,Offer B,Yes,DSL,Month-to-Month,Mailed Check,No,50.2,Medium,2169.4,2798.92,4,No,0,0.16310082702826034,No,0,Low Risk,True Negative,8.18766151681867,98.25193820182403,0.0,DSL + Month-to-Month,nan + Mailed Check,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method
6734-GMPVK,Male,34,No,,No,0,0,5,0-6 months,Offer E,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,No,105.3,Very High,550.6,773.85,3,No,0,0.7797714585045017,Yes,1,High Risk,False Positive,82.10993458052403,985.3192149662883,105.3,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Priority: High Value + High Risk,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up"
9822-OAOVB,Female,63,No,,No,0,0,1,0-6 months,Offer E,Yes,DSL,Month-to-Month,Bank Withdrawal,Yes,55.45,Medium,55.45,71.88,4,No,0,0.7071625386142252,Yes,1,High Risk,False Positive,39.21216276615879,470.54595319390546,55.45,DSL + Month-to-Month,nan + Bank Withdrawal,High Risk,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
6161-ERDGD,Male,57,No,,Yes,3,0,71,49-72 months,Offer A,Yes,DSL,One Year,Bank Withdrawal,No,85.45,High,6300.85,7962.96,4,No,0,0.1210865347381128,No,0,Low Risk,True Negative,10.34684439337174,124.16213272046087,0.0,DSL + One Year,nan + Bank Withdrawal,Low Priority,Encourage a more stable or convenient payment method
1226-JZNKR,Female,20,No,,Yes,0,1,8,7-12 months,Offer E,No,,One Year,Bank Withdrawal,No,19.8,Low,160.05,387.01,4,No,0,0.13807395683554274,No,0,Low Risk,True Negative,2.7338643453437466,32.80637214412496,0.0,None + One Year,nan + Bank Withdrawal,Low Priority,Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
7318-EIVKO,Male,38,No,,No,0,0,8,7-12 months,Offer E,Yes,DSL,Month-to-Month,Bank Withdrawal,Yes,59.25,Medium,436.6,822.2,3,No,0,0.5733229765961017,Yes,1,Medium Risk,False Positive,33.969386363319025,407.6326363598283,0.0,DSL + Month-to-Month,nan + Bank Withdrawal,Monitor: Month-to-Month,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
3771-PZOBW,Male,38,No,,No,0,0,20,13-24 months,Offer D,Yes,Fiber Optic,Month-to-Month,Credit Card,Yes,90.7,High,1781.35,2289.55,4,No,0,0.45954924444730144,Yes,1,Medium Risk,False Positive,41.681116471370245,500.17339765644294,0.0,Fiber Optic + Month-to-Month,nan + Credit Card,Monitor: Month-to-Month,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package"
8231-BSWXX,Male,44,No,,No,0,0,71,49-72 months,Offer A,Yes,Fiber Optic,One Year,Credit Card,Yes,79.05,High,5552.5,8487.64,4,No,0,0.1134079575296809,No,0,Low Risk,True Negative,8.964899042721274,107.5787885126553,0.0,Fiber Optic + One Year,nan + Credit Card,Low Priority,"Review service quality, speed complaints, and support history | Offer a trial premium support package"
7389-KBFIT,Female,31,No,,Yes,2,6,2,0-6 months,Offer E,Yes,DSL,Month-to-Month,Mailed Check,Yes,30.25,Low,63.75,63.75,3,No,0,0.11101069629446227,No,0,Low Risk,True Negative,3.3580735629074834,40.2968827548898,0.0,DSL + Month-to-Month,nan + Mailed Check,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
7176-WIONM,Female,24,No,,Yes,0,10,12,7-12 months,Offer D,Yes,Cable,Month-to-Month,Bank Withdrawal,Yes,49.85,Medium,617.15,617.15,3,No,0,0.0368112020701188,No,0,Low Risk,True Negative,1.8350384231954222,22.020461078345065,0.0,Cable + Month-to-Month,nan + Bank Withdrawal,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
5141-ZUVBH,Female,46,No,,No,1,0,9,7-12 months,,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,No,93.0,High,870.25,1249.15,3,No,0,0.291565499227852,No,0,Low Risk,True Negative,27.11559142819024,325.38709713828285,0.0,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Low Priority,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Encourage a more stable or convenient payment method | Apply early-life retention follow-up"
7623-HKYRK,Male,46,No,,No,1,0,6,0-6 months,,No,,Month-to-Month,Mailed Check,No,19.7,Low,111.65,278.33000000000004,3,No,0,0.18729925939926606,No,0,Low Risk,True Negative,3.6897954101655412,44.2775449219865,0.0,None + Month-to-Month,nan + Mailed Check,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
0310-SUCIN,Female,50,No,,Yes,0,2,71,49-72 months,,Yes,Cable,One Year,Bank Withdrawal,Yes,84.8,High,6046.1,7683.360000000001,3,No,0,0.0594031086523105,No,0,Low Risk,True Negative,5.037383613715931,60.448603364591165,0.0,Cable + One Year,nan + Bank Withdrawal,Low Priority,Encourage a more stable or convenient payment method
5197-PYEPU,Female,21,No,,Yes,3,5,42,25-48 months,Offer B,Yes,Fiber Optic,One Year,Credit Card,Yes,94.45,High,3923.8,4331.34,3,No,0,0.006619094908082944,No,0,Low Risk,True Negative,0.625173514068434,7.502082168821208,0.0,Fiber Optic + One Year,nan + Credit Card,Low Priority,"Review service quality, speed complaints, and support history | Offer a trial premium support package"
6619-RPLQZ,Female,24,No,,Yes,1,2,45,25-48 months,Offer B,No,,Two Year,Mailed Check,No,20.85,Low,892.15,2700.7,4,No,0,0.00776951007183843,No,0,Low Risk,True Negative,0.16199428499783128,1.9439314199739752,0.0,None + Two Year,nan + Mailed Check,Low Priority,Offer a trial premium support package | Encourage a more stable or convenient payment method
3275-RHRNE,Male,58,No,,Yes,3,8,28,25-48 months,,Yes,DSL,One Year,Credit Card,Yes,60.0,Medium,1682.05,1682.05,5,No,0,0.002298493473161706,No,0,Low Risk,True Negative,0.13790960838970237,1.6549153006764286,0.0,DSL + One Year,nan + Credit Card,Low Priority,No urgent action. Continue regular customer monitoring
3503-TYDAY,Female,41,No,,Yes,0,7,43,25-48 months,Offer B,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,No,80.45,High,3398.9,5197.59,4,No,0,0.05507968097063439,No,0,Low Risk,True Negative,4.4311603340875365,53.17392400905044,0.0,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Low Priority,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
6901-GOGZG,Male,28,No,,No,1,0,60,49-72 months,Offer B,Yes,DSL,Two Year,Bank Withdrawal,Yes,84.95,High,4984.85,7982.450000000001,3,No,0,0.010242940065907117,No,0,Low Risk,True Negative,0.8701377585988096,10.441653103185715,0.0,DSL + Two Year,nan + Bank Withdrawal,Low Priority,Encourage a more stable or convenient payment method
7021-XSNYE,Male,46,No,,Yes,2,4,7,7-12 months,,Yes,DSL,Two Year,Credit Card,No,49.65,Medium,305.55,305.55,3,No,0,0.008188819259609011,No,0,Low Risk,True Negative,0.4065748762395874,4.878898514875049,0.0,DSL + Two Year,nan + Credit Card,Low Priority,Apply early-life retention follow-up
9621-OUPYD,Female,21,No,,Yes,0,2,25,25-48 months,,No,,One Year,Bank Withdrawal,Yes,20.2,Low,507.9,770.15,3,No,0,0.08596975883295903,No,0,Low Risk,True Negative,1.7365891284257724,20.839069541109268,0.0,None + One Year,nan + Bank Withdrawal,Low Priority,Offer a trial premium support package | Encourage a more stable or convenient payment method
8982-NHAVY,Male,23,No,,No,0,0,27,25-48 months,Offer C,Yes,Fiber Optic,One Year,Bank Withdrawal,Yes,100.5,Very High,2673.45,2982.67,3,No,0,0.27474511055424955,No,0,Low Risk,True Negative,27.61188361070208,331.34260332842496,0.0,Fiber Optic + One Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
4307-KWMXE,Male,53,No,,No,0,0,10,7-12 months,Offer D,Yes,DSL,Month-to-Month,Bank Withdrawal,No,35.75,Medium,389.8,389.8,3,No,0,0.23540626125660147,No,0,Low Risk,True Negative,8.415773839923503,100.98928607908204,0.0,DSL + Month-to-Month,nan + Bank Withdrawal,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
2450-ZKEED,Female,33,No,,No,0,0,11,7-12 months,Offer D,Yes,DSL,One Year,Bank Withdrawal,No,53.8,Medium,651.55,733.17,5,No,0,0.0388388884193382,No,0,Low Risk,True Negative,2.089532196960395,25.074386363524738,0.0,DSL + One Year,nan + Bank Withdrawal,Low Priority,Encourage a more stable or convenient payment method | Apply early-life retention follow-up
3694-DELSO,Male,56,No,,Yes,3,3,4,0-6 months,,Yes,DSL,Month-to-Month,Credit Card,No,38.55,Medium,156.1,156.1,4,No,0,0.10439664198265698,No,0,Low Risk,True Negative,4.024490548431427,48.29388658117712,0.0,DSL + Month-to-Month,nan + Credit Card,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Apply early-life retention follow-up
3893-JRNFS,Male,19,No,,No,0,0,68,49-72 months,,Yes,DSL,Month-to-Month,Bank Withdrawal,Yes,39.9,Medium,2796.35,2796.35,4,No,0,0.2555031579067453,No,0,Low Risk,True Negative,10.194576000479138,122.33491200574966,0.0,DSL + Month-to-Month,nan + Bank Withdrawal,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method
1133-KXCGE,Female,38,No,,No,0,0,18,13-24 months,Offer D,No,,One Year,Mailed Check,No,20.1,Low,407.05,745.45,4,No,0,0.04531202572004469,No,0,Low Risk,True Negative,0.9107717169728983,10.929260603674779,0.0,None + One Year,nan + Mailed Check,Low Priority,Offer a trial premium support package | Encourage a more stable or convenient payment method
0142-GVYSN,Male,57,No,,No,0,0,26,25-48 months,Offer C,No,,Month-to-Month,Bank Withdrawal,Yes,20.3,Low,511.25,858.0899999999999,5,No,0,0.1482345804779225,No,0,Low Risk,True Negative,3.0091619837018273,36.10994380442193,0.0,None + Month-to-Month,nan + Bank Withdrawal,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method
1049-FYSYG,Female,48,No,,Yes,0,5,17,13-24 months,Offer D,Yes,DSL,Month-to-Month,Credit Card,Yes,35.65,Medium,646.05,646.05,3,No,0,0.14232033584465656,No,0,Low Risk,True Negative,5.073719972862006,60.88463967434407,0.0,DSL + Month-to-Month,nan + Credit Card,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package
1821-BUCWY,Male,35,No,,No,0,0,30,25-48 months,Offer C,Yes,Cable,Two Year,Mailed Check,Yes,55.65,Medium,1653.85,3065.65,3,No,0,0.02401274048051712,No,0,Low Risk,True Negative,1.3363090077407778,16.035708092889333,0.0,Cable + Two Year,nan + Mailed Check,Low Priority,Offer a trial premium support package | Encourage a more stable or convenient payment method
8314-DPQHL,Male,61,No,,No,0,0,9,7-12 months,,Yes,DSL,One Year,Mailed Check,No,50.8,Medium,463.6,463.6,4,No,0,0.26335016599716654,No,0,Low Risk,True Negative,13.37818843265606,160.53826119187272,0.0,DSL + One Year,nan + Mailed Check,Low Priority,Encourage a more stable or convenient payment method | Apply early-life retention follow-up
1465-WCZVT,Female,44,No,,Yes,3,1,3,0-6 months,,No,,Month-to-Month,Credit Card,No,19.65,Low,60.65,151.67,4,No,0,0.07818469339334343,No,0,Low Risk,True Negative,1.5363292251791982,18.43595070215038,0.0,None + Month-to-Month,nan + Credit Card,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Apply early-life retention follow-up
9481-SFCQY,Female,44,No,,No,1,0,14,13-24 months,Offer D,Yes,DSL,Month-to-Month,Credit Card,Yes,59.8,Medium,824.85,1442.81,4,No,0,0.15848433733830997,No,0,Low Risk,True Negative,9.477363372830936,113.72836047397124,0.0,DSL + Month-to-Month,nan + Credit Card,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package
